Player Name,Role,Team Name,Match ID,Game ID,Hero,Scoring Metric,Value,Multiplier,Points,Description,Capped
Skuczi,Soft Support,Kępski Kryształ,qI7VXf0guiGVmK4TYnNb,8429622448,Ogre Magi,Kills,6,1.2,7.20,Kill points for Soft Support role,false
Skuczi,Soft Support,Kępski Kryształ,qI7VXf0guiGVmK4TYnNb,8429622448,Ogre Magi,Assists,19,2.5,47.50,Assist bonus for Soft Support role,false
Skuczi,Soft Support,Kępski Kryształ,qI7VXf0guiGVmK4TYnNb,8429622448,Ogre Magi,Observer Wards,4,1.5,6.00,Observer ward placement bonus,false
Skuczi,Soft Support,Kępski Kryształ,qI7VXf0guiGVmK4TYnNb,8429622448,Ogre Magi,Sentry Wards,10,1.2,12.00,Sentry ward placement bonus,false
Skuczi,Soft Support,Kępski Kryształ,qI7VXf0guiGVmK4TYnNb,8429622448,Ogre Magi,Tower Damage,978,,0.98,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
makuksik,Hard Support,Na Pałę Gaming,Lv845NrM8afwFJdojNzo,8431472168,Clockwerk,Kills,1,1,1.00,Kill points for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,Lv845NrM8afwFJdojNzo,8431472168,Clockwerk,Deaths,5,-1,-5.00,Death penalty for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,Lv845NrM8afwFJdojNzo,8431472168,Clockwerk,Assists,23,3,60.00,Assist bonus for Hard Support role (capped),true
makuksik,Hard Support,Na Pałę Gaming,Lv845NrM8afwFJdojNzo,8431472168,Clockwerk,Tower Damage,929,,0.93,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
makuksik,Hard Support,Na Pałę Gaming,Lv845NrM8afwFJdojNzo,8431562935,Clockwerk,Deaths,12,-1,-12.00,Death penalty for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,Lv845NrM8afwFJdojNzo,8431562935,Clockwerk,Assists,27,3,60.00,Assist bonus for Hard Support role (capped),true
makuksik,Hard Support,Na Pałę Gaming,Lv845NrM8afwFJdojNzo,8431562935,Clockwerk,Tower Damage,31,,0.03,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
makuksik,Hard Support,Na Pałę Gaming,WUmUm5A7K1M3hEBGW9Id,8431743470,Silencer,Kills,6,1,6.00,Kill points for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,WUmUm5A7K1M3hEBGW9Id,8431743470,Silencer,Deaths,8,-1,-8.00,Death penalty for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,WUmUm5A7K1M3hEBGW9Id,8431743470,Silencer,Assists,22,3,60.00,Assist bonus for Hard Support role (capped),true
makuksik,Hard Support,Na Pałę Gaming,WUmUm5A7K1M3hEBGW9Id,8431743470,Silencer,Tower Damage,562,,0.56,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
makuksik,Hard Support,Na Pałę Gaming,YedL46rBgycGyaVhgWWx,8424208586,Dazzle,Kills,2,1,2.00,Kill points for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,YedL46rBgycGyaVhgWWx,8424208586,Dazzle,Deaths,4,-1,-4.00,Death penalty for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,YedL46rBgycGyaVhgWWx,8424208586,Dazzle,Assists,14,3,42.00,Assist bonus for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,YedL46rBgycGyaVhgWWx,8424208586,Dazzle,Hero Healing,8068,0.01,80.68,Hero healing bonus (1 pt per 100 healing),false
makuksik,Hard Support,Na Pałę Gaming,YedL46rBgycGyaVhgWWx,8424208586,Dazzle,Tower Damage,1217,,1.22,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
makuksik,Hard Support,Na Pałę Gaming,YedL46rBgycGyaVhgWWx,8424286523,Dazzle,Kills,2,1,2.00,Kill points for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,YedL46rBgycGyaVhgWWx,8424286523,Dazzle,Deaths,9,-1,-9.00,Death penalty for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,YedL46rBgycGyaVhgWWx,8424286523,Dazzle,Assists,12,3,36.00,Assist bonus for Hard Support role,false
makuksik,Hard Support,Na Pałę Gaming,YedL46rBgycGyaVhgWWx,8424286523,Dazzle,Hero Healing,12976,0.01,129.76,Hero healing bonus (1 pt per 100 healing),false
makuksik,Hard Support,Na Pałę Gaming,YedL46rBgycGyaVhgWWx,8424286523,Dazzle,Tower Damage,486,,0.49,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Walrei,Soft Support,Tomek i Przyjaciele,0Q1zNJl50nhaAU2aN3cJ,8421512161,Rubick,Kills,4,1.2,4.80,Kill points for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,0Q1zNJl50nhaAU2aN3cJ,8421512161,Rubick,Deaths,3,-1.2,-3.60,Death penalty for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,0Q1zNJl50nhaAU2aN3cJ,8421512161,Rubick,Assists,20,2.5,50.00,Assist bonus for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,0Q1zNJl50nhaAU2aN3cJ,8421512161,Rubick,Observer Wards,9,1.5,13.50,Observer ward placement bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,0Q1zNJl50nhaAU2aN3cJ,8421512161,Rubick,Sentry Wards,14,1.2,16.80,Sentry ward placement bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,0Q1zNJl50nhaAU2aN3cJ,8421512161,Rubick,Tower Damage,133,,0.13,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Walrei,Soft Support,Tomek i Przyjaciele,0Q1zNJl50nhaAU2aN3cJ,8421512161,Rubick,First Blood,1,,10.00,First blood bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,0Q1zNJl50nhaAU2aN3cJ,8421585719,Lich,Kills,4,1.2,4.80,Kill points for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,0Q1zNJl50nhaAU2aN3cJ,8421585719,Lich,Deaths,9,-1.2,-10.80,Death penalty for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,0Q1zNJl50nhaAU2aN3cJ,8421585719,Lich,Assists,11,2.5,27.50,Assist bonus for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424355820,Shadow Shaman,Kills,3,1.2,3.60,Kill points for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424355820,Shadow Shaman,Deaths,8,-1.2,-9.60,Death penalty for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424355820,Shadow Shaman,Assists,19,2.5,47.50,Assist bonus for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424355820,Shadow Shaman,Observer Wards,8,1.5,12.00,Observer ward placement bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424355820,Shadow Shaman,Sentry Wards,17,1.2,20.40,Sentry ward placement bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424355820,Shadow Shaman,Tower Damage,5238,,5.24,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Skywrath Mage,Kills,4,1.2,4.80,Kill points for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Skywrath Mage,Deaths,2,-1.2,-2.40,Death penalty for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Skywrath Mage,Assists,28,2.5,50.00,Assist bonus for Soft Support role (capped),true
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Skywrath Mage,Observer Wards,10,1.5,15.00,Observer ward placement bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Skywrath Mage,Sentry Wards,22,1.2,26.40,Sentry ward placement bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Skywrath Mage,Tower Damage,756,,0.76,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Walrei,Soft Support,Tomek i Przyjaciele,GjEqnxXjgov0xsBCJUi4,8424434859,Skywrath Mage,First Blood,1,,10.00,First blood bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Disruptor,Kills,1,1.2,1.20,Kill points for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Disruptor,Deaths,5,-1.2,-6.00,Death penalty for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Disruptor,Assists,32,2.5,50.00,Assist bonus for Soft Support role (capped),true
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Disruptor,Observer Wards,9,1.5,13.50,Observer ward placement bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Disruptor,Sentry Wards,19,1.2,22.80,Sentry ward placement bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425580766,Disruptor,Tower Damage,462,,0.46,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Silencer,Kills,8,1.2,9.60,Kill points for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Silencer,Deaths,9,-1.2,-10.80,Death penalty for Soft Support role,false
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Silencer,Assists,35,2.5,50.00,Assist bonus for Soft Support role (capped),true
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Silencer,Observer Wards,10,1.5,15.00,Observer ward placement bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Silencer,Sentry Wards,22,1.2,26.40,Sentry ward placement bonus,false
Walrei,Soft Support,Tomek i Przyjaciele,e5rACO40T7qW0F1dWAdh,8425669736,Silencer,Tower Damage,285,,0.28,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421352850,Warlock,Kills,2,1,2.00,Kill points for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421352850,Warlock,Deaths,5,-1,-5.00,Death penalty for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421352850,Warlock,Assists,13,3,39.00,Assist bonus for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421352850,Warlock,Hero Healing,3827,0.01,38.27,Hero healing bonus (1 pt per 100 healing),false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421438029,Jakiro,Kills,4,1,4.00,Kill points for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421438029,Jakiro,Deaths,6,-1,-6.00,Death penalty for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421438029,Jakiro,Assists,8,3,24.00,Assist bonus for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421438029,Jakiro,Observer Wards,6,2,12.00,Observer ward placement bonus,false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421438029,Jakiro,Sentry Wards,13,1.8,23.40,Sentry ward placement bonus,false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421438029,Jakiro,Hero Healing,125,0.01,1.25,Hero healing bonus (1 pt per 100 healing),false
S1NIAWA,Hard Support,Tango Buraczane,FTvntoZjHD52ms6pccPb,8421438029,Jakiro,Tower Damage,190,,0.19,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425580766,Shadow Shaman,Kills,1,1,1.00,Kill points for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425580766,Shadow Shaman,Deaths,7,-1,-7.00,Death penalty for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425580766,Shadow Shaman,Assists,9,3,27.00,Assist bonus for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425580766,Shadow Shaman,Observer Wards,12,2,24.00,Observer ward placement bonus,false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425580766,Shadow Shaman,Sentry Wards,20,1.8,36.00,Sentry ward placement bonus,false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425580766,Shadow Shaman,Hero Healing,125,0.01,1.25,Hero healing bonus (1 pt per 100 healing),false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425580766,Shadow Shaman,Tower Damage,2600,,2.60,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425669736,Lich,Kills,5,1,5.00,Kill points for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425669736,Lich,Deaths,8,-1,-8.00,Death penalty for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425669736,Lich,Assists,7,3,21.00,Assist bonus for Hard Support role,false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425669736,Lich,Observer Wards,10,2,20.00,Observer ward placement bonus,false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425669736,Lich,Sentry Wards,23,1.8,41.40,Sentry ward placement bonus,false
S1NIAWA,Hard Support,Tango Buraczane,e5rACO40T7qW0F1dWAdh,8425669736,Lich,Hero Healing,650,0.01,6.50,Hero healing bonus (1 pt per 100 healing),false
Bubi,Hard Support,Pora na Przygode,KWrwrjEWK7yL7r6GOipp,8422934138,Shadow Shaman,Deaths,12,-1,-12.00,Death penalty for Hard Support role,false
Bubi,Hard Support,Pora na Przygode,KWrwrjEWK7yL7r6GOipp,8422934138,Shadow Shaman,Assists,9,3,27.00,Assist bonus for Hard Support role,false
Bubi,Hard Support,Pora na Przygode,KWrwrjEWK7yL7r6GOipp,8422934138,Shadow Shaman,Observer Wards,11,2,22.00,Observer ward placement bonus,false
Bubi,Hard Support,Pora na Przygode,KWrwrjEWK7yL7r6GOipp,8422934138,Shadow Shaman,Sentry Wards,22,1.8,39.60,Sentry ward placement bonus,false
Wauek,Soft Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Clockwerk,Kills,1,1.2,1.20,Kill points for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Clockwerk,Deaths,8,-1.2,-9.60,Death penalty for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Clockwerk,Assists,20,2.5,50.00,Assist bonus for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Clockwerk,Observer Wards,3,1.5,4.50,Observer ward placement bonus,false
Wauek,Soft Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Clockwerk,Sentry Wards,21,1.2,25.20,Sentry ward placement bonus,false
Wauek,Soft Support,Ja w sprawie pumy,7VdHDXHUb0uSjOOiaD9r,8429996273,Clockwerk,Tower Damage,861,,0.86,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Wauek,Soft Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427007639,Hero128,Kills,3,1.2,3.60,Kill points for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427007639,Hero128,Deaths,2,-1.2,-2.40,Death penalty for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427007639,Hero128,Assists,17,2.5,42.50,Assist bonus for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427007639,Hero128,Tower Damage,1615,,1.61,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Wauek,Soft Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427065180,Hero128,Kills,2,1.2,2.40,Kill points for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427065180,Hero128,Deaths,9,-1.2,-10.80,Death penalty for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427065180,Hero128,Assists,16,2.5,40.00,Assist bonus for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,QKhtzVVV8VdBFDdkMOH9,8427065180,Hero128,Tower Damage,269,,0.27,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Clockwerk,Kills,5,1.2,6.00,Kill points for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Clockwerk,Deaths,5,-1.2,-6.00,Death penalty for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Clockwerk,Assists,26,2.5,50.00,Assist bonus for Soft Support role (capped),true
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Clockwerk,Observer Wards,2,1.5,3.00,Observer ward placement bonus,false
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Clockwerk,Sentry Wards,11,1.2,13.20,Sentry ward placement bonus,false
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425462431,Clockwerk,Tower Damage,297,,0.30,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425542396,Clockwerk,Kills,4,1.2,4.80,Kill points for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425542396,Clockwerk,Deaths,9,-1.2,-10.80,Death penalty for Soft Support role,false
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425542396,Clockwerk,Assists,23,2.5,50.00,Assist bonus for Soft Support role (capped),true
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425542396,Clockwerk,Observer Wards,4,1.5,6.00,Observer ward placement bonus,false
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425542396,Clockwerk,Sentry Wards,9,1.2,10.80,Sentry ward placement bonus,false
Wauek,Soft Support,Ja w sprawie pumy,qBB79nAFp7mJrTLXe0LO,8425542396,Clockwerk,Tower Damage,580,,0.58,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
White Dance ,Carry,Meld z Zaskoczenia,5vs3LDQT5Eg4AJULmx8x,8422959064,Doom,Kills,21,2.5,52.50,Kill points for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,5vs3LDQT5Eg4AJULmx8x,8422959064,Doom,Deaths,8,-2,-16.00,Death penalty for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,5vs3LDQT5Eg4AJULmx8x,8422959064,Doom,Assists,15,0.8,12.00,Assist bonus for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,5vs3LDQT5Eg4AJULmx8x,8422959064,Doom,Tower Damage,14535,,14.54,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
White Dance ,Carry,Meld z Zaskoczenia,5vs3LDQT5Eg4AJULmx8x,8423054658,Templar Assassin,Kills,23,2.5,57.50,Kill points for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,5vs3LDQT5Eg4AJULmx8x,8423054658,Templar Assassin,Deaths,8,-2,-16.00,Death penalty for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,5vs3LDQT5Eg4AJULmx8x,8423054658,Templar Assassin,Assists,15,0.8,12.00,Assist bonus for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,5vs3LDQT5Eg4AJULmx8x,8423054658,Templar Assassin,Tower Damage,8080,,8.08,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
White Dance ,Carry,Meld z Zaskoczenia,7VdHDXHUb0uSjOOiaD9r,8429996273,Terrorblade,Kills,14,2.5,35.00,Kill points for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,7VdHDXHUb0uSjOOiaD9r,8429996273,Terrorblade,Deaths,4,-2,-8.00,Death penalty for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,7VdHDXHUb0uSjOOiaD9r,8429996273,Terrorblade,Assists,6,0.8,4.80,Assist bonus for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,7VdHDXHUb0uSjOOiaD9r,8429996273,Terrorblade,Tower Damage,12492,,12.49,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
White Dance ,Carry,Meld z Zaskoczenia,O2LdqqxZsyHobulI9Esd,8421550291,Terrorblade,Kills,16,2.5,40.00,Kill points for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,O2LdqqxZsyHobulI9Esd,8421550291,Terrorblade,Deaths,3,-2,-6.00,Death penalty for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,O2LdqqxZsyHobulI9Esd,8421550291,Terrorblade,Assists,9,0.8,7.20,Assist bonus for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,O2LdqqxZsyHobulI9Esd,8421550291,Terrorblade,Tower Damage,16724,,15.00,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",true
White Dance ,Carry,Meld z Zaskoczenia,O2LdqqxZsyHobulI9Esd,8421628982,Terrorblade,Kills,11,2.5,27.50,Kill points for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,O2LdqqxZsyHobulI9Esd,8421628982,Terrorblade,Deaths,5,-2,-10.00,Death penalty for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,O2LdqqxZsyHobulI9Esd,8421628982,Terrorblade,Assists,16,0.8,12.80,Assist bonus for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,O2LdqqxZsyHobulI9Esd,8421628982,Terrorblade,Tower Damage,21007,,15.00,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",true
White Dance ,Carry,Meld z Zaskoczenia,QYBH3H6V9svJ6ZBTiujb,8428433681,Beastmaster,Kills,19,2.5,47.50,Kill points for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,QYBH3H6V9svJ6ZBTiujb,8428433681,Beastmaster,Assists,18,0.8,14.40,Assist bonus for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,QYBH3H6V9svJ6ZBTiujb,8428433681,Beastmaster,Tower Damage,13156,,13.16,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
White Dance ,Carry,Meld z Zaskoczenia,QYBH3H6V9svJ6ZBTiujb,8428504518,Monkey King,Kills,16,2.5,40.00,Kill points for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,QYBH3H6V9svJ6ZBTiujb,8428504518,Monkey King,Deaths,12,-2,-24.00,Death penalty for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,QYBH3H6V9svJ6ZBTiujb,8428504518,Monkey King,Assists,20,0.8,16.00,Assist bonus for Carry role,false
White Dance ,Carry,Meld z Zaskoczenia,QYBH3H6V9svJ6ZBTiujb,8428504518,Monkey King,Tower Damage,9563,,9.56,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Fey,Carry,divine 640x480,Lv845NrM8afwFJdojNzo,8431472168,Phantom Lancer,Kills,14,2.5,35.00,Kill points for Carry role,false
Fey,Carry,divine 640x480,Lv845NrM8afwFJdojNzo,8431472168,Phantom Lancer,Deaths,2,-2,-4.00,Death penalty for Carry role,false
Fey,Carry,divine 640x480,Lv845NrM8afwFJdojNzo,8431472168,Phantom Lancer,Assists,11,0.8,8.80,Assist bonus for Carry role,false
Fey,Carry,divine 640x480,Lv845NrM8afwFJdojNzo,8431472168,Phantom Lancer,Tower Damage,364,,0.36,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Fey,Carry,divine 640x480,Lv845NrM8afwFJdojNzo,8431562935,Bloodseeker,Kills,23,2.5,57.50,Kill points for Carry role,false
Fey,Carry,divine 640x480,Lv845NrM8afwFJdojNzo,8431562935,Bloodseeker,Deaths,3,-2,-6.00,Death penalty for Carry role,false
Fey,Carry,divine 640x480,Lv845NrM8afwFJdojNzo,8431562935,Bloodseeker,Assists,29,0.8,23.20,Assist bonus for Carry role,false
Fey,Carry,divine 640x480,Lv845NrM8afwFJdojNzo,8431562935,Bloodseeker,Tower Damage,9387,,9.39,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Fey,Carry,divine 640x480,fxOJREbrQkftjXT3i4My,8425738638,Slark,Kills,4,2.5,10.00,Kill points for Carry role,false
Fey,Carry,divine 640x480,fxOJREbrQkftjXT3i4My,8425738638,Slark,Deaths,5,-2,-10.00,Death penalty for Carry role,false
Fey,Carry,divine 640x480,fxOJREbrQkftjXT3i4My,8425738638,Slark,Assists,2,0.8,1.60,Assist bonus for Carry role,false
Fey,Carry,divine 640x480,fxOJREbrQkftjXT3i4My,8425738638,Slark,Tower Damage,518,,0.52,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Fey,Carry,divine 640x480,fxOJREbrQkftjXT3i4My,8425738638,Slark,First Blood,1,,10.00,First blood bonus,false
Fey,Carry,divine 640x480,fxOJREbrQkftjXT3i4My,8425795013,Phantom Lancer,Kills,11,2.5,27.50,Kill points for Carry role,false
Fey,Carry,divine 640x480,fxOJREbrQkftjXT3i4My,8425795013,Phantom Lancer,Assists,7,0.8,5.60,Assist bonus for Carry role,false
Fey,Carry,divine 640x480,fxOJREbrQkftjXT3i4My,8425795013,Phantom Lancer,Tower Damage,3155,,3.15,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
Fey,Carry,divine 640x480,g8PuQI3pdTqTaVGQt09X,8425582145,Queen of Pain,Kills,17,2.5,42.50,Kill points for Carry role,false
Fey,Carry,divine 640x480,g8PuQI3pdTqTaVGQt09X,8425582145,Queen of Pain,Deaths,1,-2,-2.00,Death penalty for Carry role,false
Fey,Carry,divine 640x480,g8PuQI3pdTqTaVGQt09X,8425582145,Queen of Pain,Assists,14,0.8,11.20,Assist bonus for Carry role,false
Fey,Carry,divine 640x480,g8PuQI3pdTqTaVGQt09X,8425582145,Queen of Pain,Tower Damage,8393,,8.39,"Tower damage contribution (1 pt per 1000 damage, max 15 pts)",false
